CAS number	chemical name	name IUPAC	merck index ref	literature ref	patent date	Launched date	FDA approved	code ATC	solubility	Additional info type	Additional info detail	blood brain barrier	administration	absorption tissue	protein binding	metabolism tissue	metabolism metabolite	daily dose	side effect name	target type	target name	therapeutic class name	therapeutic effect name	Structure [idcode]	Synonyms	T max	protein binding rate	bioavailability	half life time	absorption rate	distribution volume	Smiles	
56211-40-6	Torsemide	1-[4-(3-methylanilino)pyridin-3-yl]sulfonyl-3-propan-2-ylurea	MI, 13, 9629	Future Cardiol. 2012 Sep 8(5):707-28.	19.04.1977	1993	Yes	C03CA04		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Sulfonamide, High-ceiling diuretic		Oral					15	Dizziness, Drowsiness, Headache, Hypersensitivity reactions, Hypokalemia, Mouth dryness, Nausea	Carrier	Solute carrier family 12 member 1	Cardiovascular	Antihypertensive, Diuretic	fasIb@LRTZBA@BLddJbbbrVbeRaoUZmPMAQP@P@@@ !BKWC_{hbB_g}H_[]}RKw~ot`BMpK~oyRGtwoXc}R@K~o}\B_k|w_S]}@[|w@								CC(C)NC(NS(c(cncc1)c1Nc1cc(C)ccc1)(=O)=O)=O	
36167-63-2	Halofantrine hydrochloride	3-(dibutylamino)-1-[1,3-dichloro-6-(trifluoromethyl)phenanthren-9-yl]propan-1-ol hydrochloride	MI, 13, 4609	Ann Trop Med Parasitol. 1997 Oct 91(7):867-73	26.03.1985	1988	Yes	P01BX01					Oral	GI tract				1500	Diarrhoea, Electrocardiogram disturbances, Hypersensitivity reactions, Nausea, Pruritus			Metabolism	Antimalarial	ed\XHF@A``HaRHjdFiCjPabLbbbTRTvRbVtblRRRC@dfgbT@@DDEEUUUU@PVD@@ !BZHI~XFc]zHHW`fbBonBhw[{`jMwg`fbByq~HGy`ofAgwZbBZHIg`obbU`BPUV_]yxI~[v_]y}ug`f^By}wgwQx`		3 - 6			24 - 48			CCCCN(CCCC)CCC(c1c(ccc(C(F)(F)F)c2)c2c(cc(cc2Cl)Cl)c2c1)O.Cl	
23964-57-0	Articaine hydrochloride	methyl 4-methyl-3-[2-(propylamino)propanoylamino]thiophene-2-carboxylate hydrochloride	MI, 13, 1884	Br Dent J. 2011 Apr 9 210(7):323-9	17.12.1974	1976	Yes	N01BB08		Chemical classification (according ATC code)	Amides		Parenteral			Liver			Lipothymia	Ion channel	Voltage-gated sodium channel	Central Nervous System	Anesthetic	fbyQa@N^EJpHb@Q`TTRTRvabrHrfYjfjj`x`@ !BWeVgx~ccqagWFWoyxL^@O\]SL_wHn]\WhsgP\bGc~WP{\betL		0.5			1.83			CCCNC(C)C(Nc1c(C(OC)=O)scc1C)=O.Cl	
58652-20-3	Nomegestrol acetate	[(8S,9S,10R,13S,14S,17R)-17-acetyl-6,13-dimethyl-3-oxo-1,2,8,9,10,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl] acetate		Drugs. 2010 Mar 26 70(5):541-59	21.06.1978	1985		G03DB04					Oral		Plasmatic proteins				Amenorrhoea, Hypersensitivity reactions, Insomnia, Menstrual disturbances, Weight gain	Nuclear receptor	Progesterone receptor	Endocrinology	Contraceptive	fmo@P@@E{OHhdihedeMDhUEJ\UiwhyZZfjjjjfZjYqJVeZ^TX@ !B`qhCI_ylUk}Vgte_bpCfoxsUi~kGylYhCfgzl_pDCVhEL@\rc~oyLoSV|FdNZGmNc~`		2	96 - 97		40			C[C@](CC[C@@H]1[C@H]2CC3)([C@@H](CC4)[C@@H]1C=C(C)C2=CC3=O)[C@]4(C(C)=O)OC(C)=O	
15500-66-0	Pancuronium bromide	[(2S,3S,5S,8R,9S,10S,13S,14S,16S,17R)-17-acetyloxy-10,13-dimethyl-2,16-bis(1-methylpiperidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate dibromide	MI, 13, 7077	Ann Intern Med. 1978 Jan 88(1):64-8	03.02.1967	1968	Yes	M03AC01	H2O, CHCl3	Chemical classification (according ATC code)	Quaternary ammonium		Parenteral		Plasmatic proteins	Liver	Active (3-hydroxy pancuronium bromide)		Burning, Hypersensitivity reactions, Hypertension, Miosis, Rash, Tachycardia			Neuromuscular	Muscle relaxant	emWTBDBIHTB@VPLRCD@zCiIag@LhmEDiDdmDmJeMDleHhe]ODfjnemkoiUVjjjjjjjjjjjZjjiQa\SR^SI]RZ[Jy_P@ !BlPFzztNZdrCYXMZbpCISrZUk}fo{LoNVc^oteRV|fkpZUi~SOvZoJW}IWzlYhCVgzl_xCVoyL@Rs~SHNZOIjCi_yLceO~SKre`uiCf`EL			80					C[C@](CC1)([C@@H](C[C@@H]2[N+]3(C)CCCCC3)[C@H](CC3)[C@H]1[C@@](C)(C[C@@H]1[N+]4(C)CCCCC4)[C@@H]3C[C@@H]1OC(C)=O)[C@H]2OC(C)=O.[Br-].[Br-]	
15622-65-8	Molindone hydrochloride	3-ethyl-2-methyl-5-(morpholin-4-ylmethyl)-1,5,6,7-tetrahydroindol-4-one hydrochloride	MI, 13, 6255	J Clin Psychopharmacol. 1989 Aug 9(4):268-76	30.01.1973	1974	Yes	N05AE02		Chemical classification (according ATC code)	Indole derivative		Oral			Liver		50	Anxiety, Arrhythmia, Constipation, Depression, Drowsiness, Extrapyramidal syndrome, Galactorrhoea, Gynecomastia, Orthostatic hypotension, Sedation, Tachycardia, Urinary troubles			Central Nervous System	Antipsychotic	fjmPb@IV`TDQ`RbbbbfJTJWERudkSUSUUUU@e@@ !BE^m~@M_|bOq~@F|e_`BH_R|Zb@IczGxbOp_m\}BOv~@Ha|bHI~@@					1.5			CCc1c(C)[nH]c(CCC2CN3CCOCC3)c1C2=O.Cl	
15180-03-7	Alcuronium chloride	4,4'-Didemethyl-4,4'-di-propenyltoxiferin-1-dichloride	MI, 13, 220	Anesth Analg. 1995 Feb 80(2):373-7.	05.03.1963	1963		M03AA01		Chemical classification (according ATC code)	Curare alkaloid		Parenteral						Anaphylactic shock, Hypotension, Tachycardia			Neuromuscular	Muscle relaxant	ebsrDDBE@hmTDpHbBH@zCeIug@LdhheDheLeEEeEEldhdmDkMldiYXdeeuLM]l|bJRjssj[j{SUSUUUURE@EPETuTuCDThqEHXkDdfh|lTRmXPaBRmV` !Bjf{YSRnmFuHkkYv\aWncAAW[qwEl{L]qirF_pxXGp\bso@T{rtbhMlR|tyrKGXFpqy{\LughzFfgPThxArYCXrqLKDs]}CuTE@ACXp\fZFf}EDhx{_bs|FlMBcakmFnbqyGkCStT		0.03			0.3 - 0.5			C=CC[N@+](CC1)(C/C(/[C@H](C2)/C(/[C@H]34)=C/N([C@@H]5[C@@]6(CC7)[C@H](C8)[N@+]7(CC=C)C7)c9c6cccc9)=C\CO)[C@@H]2[C@@]14c(cccc1)c1N3/C=C5/[C@@H]8/C7=C/CO.[Cl-].[Cl-]	
7481-89-2	Zalcitabine	4-amino-1-[(2R,5S)-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	MI, 13, 10163	Drugs. 1997 Jun 53(6):1054-80	12.03.1987	1992 Withdrawn (2006)	Yes	J05AF03				Yes	Oral		Plasmatic proteins	Intracellular	Active (zalcitabine triphosphate)	2,25	Dizziness, Gastrointestinal ulceration, Headache, Leucopenia, Nausea, Neutropenia, Peripheral neuropathy, Seizure			Metabolism	Antiviral	foAq`@DXxBSlbbTTtJVhKQffjjjYCEj@@ !Bg~H_[]}g~_{\BbGvw_TMLXBkQM~fosGMsp			0 - 5	80	2			NC(C=CN1[C@@H]2O[C@H](CO)CC2)=NC1=O	
2508-79-4	Methyldopate hydrochloride	ethyl (2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoate hydrochloride	MI, 13, 6080	J Pharmacol Exp Ther. 1975 Oct 195(1):151-8	13.01.1959	1962	Yes	Not yet attributed	H2O													Cardiovascular	Antihypertensive	fdq`R@FPqzHHc@eDiEcDeBxKUUPADPI@@ !BYeEzWrCyfqndYAOgmpIxbr@Emvw@oymvw[\Bg~wP								CCOC([C@](C)(Cc(cc1)cc(O)c1O)N)=O.Cl	
79547-78-7	Levocabastine hydrochloride	(3S,4R)-1-[4-cyano-4-(4-fluorophenyl)cyclohexyl]-3-methyl-4-phenylpiperidine-4-carboxylic acid hydrochloride	MI, 13, 5484	Drugs. 1995 Dec 50(6):1032-49	26.08.1981	1991	Yes	R01AC02					Ocular					0,6	Occular irritation			Allergology	Antihistaminic	e`TTDD@C@mc`HbBPpIQIYRIKYQISSQQHl\N^EUO_P@UWUUUTC@EA@b|VRjP@ !BLbgCi}}nTk_CirNgdk\cI~CiWRb}EpAyW{y_okvWw{z}EythW{y_oevh_Y^ulA~isO`_maWO|tPulCVpGsX								C[C@H](CN(CC1)[C@H](CC2)CC[C@@]2(c(cc2)ccc2F)C#N)[C@@]1(C(O)=O)c1ccccc1.Cl	
76824-35-6	Famotidine	3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide	MI, 12, 3972	Clin Drug Investig. 2013 Sep 33(9):689-97	11.09.1980	1985	Yes	A02BA03	DMSO, AcOH			Yes	Oral	GI tract	Plasmatic proteins	Liver	Sulfoxyde metabolite	40	Constipation, Diarrhoea, Dizziness, Headache	GPCR	Histamine H2 receptor	Gastroenterology	Antiulcer	fbexc@LDXXJ\pP@HdD^BLddNfRRbRrcoKTuUKST@@ !Bd{a\ixa|]yO~@K_|\OspWCBjBHpiAMChAtiH@V`@grssMGPDd		1 - 3.5	15 - 20	40	2.6 - 4			NC(N)=Nc1nc(CSCCC(NS(N)(=O)=O)=N)cs1	
3546-41-6	Pyrvinium pamoate	2-[(E)-2-(2,5-dimethyl-1-phenylpyrrol-3-yl)ethenyl]-N,N,1-trimethylquinolin-1-ium-6-amine  3-carboxy-1-[(3-carboxy-2-oxidonaphthalen-1-yl)methyl]naphthalen-2-olate	MI, 13, 8111	Antimicrob Agents Chemother. 2008 Sep 52(9):3106-12	16.02.1960	Preclinical	Yes	P02CX01 	EtOH	New therapeutic use, Reference	Anti-cancer, Front Oncol. 2012 Oct 2 2:137		Oral	GI tract				350	Headache, Nausea, Red colored stool			Metabolism		gnhM`p@DKfhLnDvPBA`dV[DG[NnRngHihhmDddhXihdi`yEEMEdThhhceLdCHhihlbeEED\idaDaqxJ]IasDryR`rX]N@xRKFsyjmV``HH@`HA`HB@Rfjf`@B@`Dijih@@@HB@@@ !BRGtAoxbB_`AHS_|bHJH@lc}G_BHX`BWFaH@dc}MrH@k]}_`C~`Hc}MrH`h`BR@I~`K^}ROvGQda}m{u~`OyR@HA_s_|ROtw_Ta}osyH@k|ARGu]}qldR@K~os}Vx`~O{Yok}rKzgq~zf~n[zy~zR}AH_[^}_hC~_t`B@W|wDc}MwuH_[|~R@J@Ta}W_\[ID`Bk|UnHOc~v[z\b~i|_niokf~n_n`						0 - 15		Cc1cc(C=Cc(ccc2c3)[n+](C)c2ccc3N(C)C)c(C)n1-c1ccccc1.Cc1cc(C=Cc(ccc2c3)[n+](C)c2ccc3N(C)C)c(C)n1-c1ccccc1.[O-]C(c1cc2ccccc2c(Cc(c2ccccc2cc2C([O-])=O)c2O)c1O)=O	
33125-97-2	Etomidate	ethyl 3-(1-phenylethyl)imidazole-4-carboxylate	MI, 13, 3913	Anesthesiology. 2011 Mar 114(3):695-707	21.11.1967	1977	Yes	N01AX07		New therapeutic use, Reference, Therapeutic classification (according ATC code)	Anticortisolic, Eur J Endocrinol. 2012 Aug 167(2):137-43, General anesthetic	Yes	Parenteral		Plasmatic proteins	Liver			Bronchospasm, Nausea			Central Nervous System	Anesthetic, Hypnotic	fdyP`@JJ@cHheDhcMLdIPXmTuU@@dIH@ !BbiA@U`nxRiBhWh``EXudBNWeuqgjJO{[CCew~^_yxcep			75		4		4.5	CCOC(c1cncn1[C@@H](C)c1ccccc1)=O	
4310-35-4	Tridihexethyl chloride	(3-cyclohexyl-3-hydroxy-3-phenylpropyl)-triethylazanium chloride	MI, 13, 9735	Neurology. 1991 Nov 41(11):1737-41.	28.12.1954	1954 Withdrawn (2003)	Yes	A03AB08		Chemical classification (according ATC code)	Synthetic anticholinergic, quaternary ammonium compound		Oral					125	Blurred vision, Constipation, Dizziness, Drowsiness, Mouth dryness			Neuromuscular	Antispastic	facaBBOPAD@{txDiEEDddemHTcA]FjBhJbjjJBJ@@ !B}hMW_H`B_m}W@`D@JCuHOU\}E{uH@d`BOm}~w}\BbKuWoU^}@]}~`E\BU}uW@`								CC[N+](CC)(CC)CCC(C1CCCCC1)(c1ccccc1)O.[Cl-]	
38363-32-5	Penbutolol sulfate	(2S)-1-(tert-butylamino)-3-(2-cyclopentylphenoxy)propan-2-ol sulfuric acid	MI, 13, 7153	DICP. 1990 Apr 24(4):403-8	01.12.1981	1981	Yes	C07AA23		Therapeutic classification (according ATC code)	Non-selective beta-blocking agent		Oral	GI tract	Plasmatic proteins	Liver		40	Blurred vision, Bradycardia, Bronchospasm, Dizziness, Dyspnea, Fatigue, Headache, Hypersensitivity reactions, Hypotension, Nausea, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive	eoPtAH@LaXDLBJGElP@cII@xheDheCdcHKEDheDh\dYK@bjdZYUUj`bJJjjjBHhjjjHdEI}@@ !B\^\jN_|FBLwbXc]y}tH_CyoywrHw[x@bMuKIN\}Oa|GkAblyqjxBW`YuwG@q_|oi|CZxc]y}vHC{oErHwSx@bCuKIF_]Oa|GKI`lyqjxLW`iuwGQ\B_a|			80 - 98		5			CC(C)(C)NC[C@@H](COc1c(C2CCCC2)cccc1)O.CC(C)(C)NC[C@@H](COc1c(C2CCCC2)cccc1)O.OS(O)(=O)=O	
73771-04-7	Prednicarbate	[2-[(8S,9S,10R,11S,13S,14S,17R)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate	MI, 13, 7805	Skin Therapy Lett. 2004 Dec-2005 Jan 9(10):5-6, 9	30.12.1980	1986	Yes	D07AC18	EtOH	Chemical classification (according ATC code)	Corticosteroid, potent		Topical	Skin					Burning			Metabolism	Anti-Inflammatory	elVPA@@@KJaemc`\bbRfbTLVRbTJbfrRahXTL|BRJZVjjjjjifjfjkaaBSRFSrAQJ@@ !BPqk}IWzlYk}VgzlRW}VhELYk~kOteOIk}VovZ\UguZ`TpAKHOj@TrCiXNZOIk~LtNZoJVCi[rZPyk~SKreOIh								CCC(OCC([C@@](CC1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H](CC1)[C@H]2[C@@](C)(C=C2)C1=CC2=O)OC(OCC)=O)=O)=O	
99592-39-9	Sertaconazole nitrate	1-[2-[(7-chlorobenzo[b]thien-3-yl)methoxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole-(RS) nitrate	MI, 13, 8639	Expert Rev Anti Infect Ther. 2013 Apr 11(4):347-58	18.11.1991	1992	Yes	D01AC14	EtOH, CHCl3, CH3COCH3	Chemical classification (according ATC code)	Imidazole derivative		Topical	Skin, Vagina					Burning, Hypersensitivity reactions, Pruritus			Infectiology, Metabolism	Antibacterial, Antifungal	eoh\BBDCDcaMkg`HaRHZBIh`zWnrJJIJKKJJIJHkPUQcaKHihYZ@`jjjUBBFbbB``@ !BIQ|_fUS[IV}KaJUoUMlZXA~YUCo@qfUoZfCwSYS[xAhSfHxo]]~@Hb}KAbH@`c|_`@HoZq^oc|HO]^}								[O-][N+](O)=O.Clc1cc(Cl)c(C(Cn2cncc2)OCc2csc3c2cccc3Cl)cc1	
135062-02-1	Repaglinide	2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid	MI, 13, 8220	Drugs. 2012 Jan 22 72(2):249-72	14.06.1989	1998	Yes	A10BX02					Oral	GI tract	Plasmatic proteins			4	Diarrhoea, Hypoglycemia	Transmembrane receptor	Sulfonylurea receptors K-ATP channels	Endocrinology	Antidiabetic	eh\TB@@OF`DFGLbfbbRrrfTTRbTTUVDTFn~AZBBJfjB`jbhJ@I@@ !BR@K~`Da}_g~H@k]}RGuH_S\BROrw_Tb}RHK~`Hb}RHJHo_z@@[}H@h`BmwuH_Ta}hAH_]_|k~H@k]}uww~op		1	98	63	1		0.46	CCOc(cc(CC(N[C@@H](CC(C)C)c(cccc1)c1N1CCCCC1)=O)cc1)c1C(O)=O	
55837-27-9	Piretanide	4-phenoxy-3-pyrrolidin-1-yl-5-sulfamoylbenzoic acid	MI, 13, 7575	Drugs. 1985 Jun 29(6):489-530	01.03.1977	1981		C03CA03		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Sulfonamide, High-ceiling diuretic		Oral	GI tract	Albumin				Anorexia, Asthenia, Diarrhoea, Headache, Hypokalemia, Hypotension, Nausea, Urinary troubles, Vertigo			Cardiovascular	Antihypertensive, Diuretic	fi{QR@LZ`cb\`BLddlTRTRbfbRQdZhv}V``h`i`hB@@ !BksWhxs_|b@JH__x@k}H@h`BRGt`N_x@h@Aor@BlbxmC\BR@IH__a}PJyH`x`B			96		1			NS(c(cc(cc1N2CCCC2)C(O)=O)c1Oc1ccccc1)(=O)=O	
3819-00-9	Piperacetazine	1-[10-[3-[4-(2-hydroxyethyl)piperidin-1-yl]propyl]phenothiazin-2-yl]ethanone	MI, 13, 7543	Dis Nerv Syst. 1974 May 35(5):231-6	01.03.1961	1969	Yes	Not yet attributed											Amenorrhoea, Dizziness, Drowsiness, Extrapyramidal syndrome, Mouth dryness, Orthostatic hypotension, Rash, Weight gain			Central Nervous System	Antipsychotic	ek`TDH@NBdc`@cIEEEDdellhcDedjNIKMGAij@H@`jZjjjB@@@ !B]rHOx@mw~@Hc}BGrw@k_|b@JHOx@m{vH_X`BmpJH_Wx@mwvH@h`C`BH_H`B@PBH@ha}bGp								CC(c(cc1)cc2c1Sc(cccc1)c1N2CCCN1CCC(CCO)CC1)=O	
129-20-4	Oxyphenbutazone	4-butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione	MI, 13, 7041	Jpn J Pharmacol. 1965 Jun 15(2):187-98	15.05.1956	1960 Withdrawn (1985)	Yes	M01AA03		Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Butylpyrazolidine, NSAID		Oral					300	Anorexia, Blurred vision, Diarrhoea, Drowsiness, Epigastric misery, Headache, Hypersensitivity reactions, Irritability, Weight loss	Enzyme	Cyclooxygenase	Metabolism	Anti-inflammatory	fakQ`@DDAkjSLrrlnknQ`RyZuUPL@PDTDLT@@ !BKAaeX@A~FJqoZai`bKu~@EoKFRA`Zh`BurHF}jK~jHoWx@_`@YPH`Bb@IoF`								CCCCC(C(N(c1ccccc1)N1c(cc2)ccc2O)=O)C1=O	
17230-88-5	Danazol	(1S,2R,13R,14S,17R,18S)-17-ethynyl-2,18-dimethyl-7-oxa-6-azapentacyclo[11.7.0.02,10.04,8.014,18]icosa-4(8),5,9-trien-17-ol	MI, 12, 2875	Am J Med. 1989 Sep 87(3N):49N-55N	02.06.1964	1974	Yes	G03XA01	CHCl3, EtOH				Oral			Liver	2-hydroxymethyl ethisterone	600	Acne, Anxiety, Headache, Hepatic enzyme levels elevated, Menstrual disturbances, Pruritus, Weight gain			Endocrinology	Anabolic, Antigonadotropin	fiw``@H@[dbTrRTRaRfbTnB\DZpXykRtuUUUUWUSAQRmORJr`@ !BKIcoFeLXh@wS\B]qw_S_}MpK~`C_|Mww~@K\BMpK~@N}e{qhvPENXibA{uKmT		2			4.7			C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(C1)C3=Cc3c1cno3)[C@@]2(C#C)O	
73-49-4	Quinethazone	7-chloro-2-ethyl-4-oxo-2,3-dihydro-1H-quinazoline-6-sulfonamide	MI, 13, 8146	Can Med Assoc J. 1966 Jul 9 95(2):62-7	21.03.1961	1963	Yes	C03BA02	CH3COCH3, EtOH	Chemical classification (according ATC code), Therapeutic classification (according ATC code)	Sulfonamide, Low-ceiling diuretic		Oral					50	Dizziness, Hypokalemia, Mouth dryness, Nausea			Cardiovascular	Antihypertensive, Diuretic	fdyqa@IZ}pS`QA@cHhheHeThbqUoPPKESTTKD@@ !BM{u~_s]|\KtwoS^}eKl[fxa|M{pwoC]}mwu~o{]|mwpwoP								CCC(Nc(c1c2)cc(Cl)c2S(N)(=O)=O)NC1=O	
31883-05-3	Moricizine hydrochloride	ethyl N-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate hydrochloride	MI, 13, 6291	Cleve Clin J Med. 1992 Jan-Feb 59(1):79-86	12.04.1972	1990 Withdrawn (2007)	Yes	C01BG01	H2O, EtOH				Oral		Plasmatic proteins	Liver		750	Anxiety, Arrhythmia, Dizziness, Headache, Nausea, Tremor, Urinary troubles			Cardiovascular	Antiarrhythmic	eoh\BD@ADj`fng`Hb@HpJJJJIIKZHiJJYII`QQpspyz`B@HFjfjjhH@@ !BhZ^w_@a|`BwPD@b@NHK\BmpH@hc|`Bw_Xa}b@Jw@k_|mwvw[\Bg~wOz@]uwoW_|uxJwK\C		0.5 - 2	95	38	1.5 - 3.5		4	CCOC(Nc(cc1)cc2c1Sc(cccc1)c1N2C(CCN1CCOCC1)=O)=O.Cl	
96-83-3	Iopanoic acid	2-[(3-amino-2,4,6-triiodophenyl)methyl]butanoic acid	MI, 13, 5074	J Clin Endocrinol Metab. 2005 Dec 90(12):6536-40	05.04.1955	1951	Yes	V08AC06		Chemical classification (according ATC code)	Watersoluble, hepatotropic X-ray contrast media		Oral		Albumin	Liver	Glucuronic acid conjugates and inorganic iodide		Haemorrhage, Hypersensitivity reactions, Nausea			Diagnostic	Contrastant	fhq`c@BN|BlEVJkLbbbfbUbbYJBBbjZHZH@@ !B_cW_Xa}uq~OwxbOsW_Xa}bGvH_X`B_c}~@Ha}bGt			85 - 100			0 - 15		CCC(Cc(c(I)c(c(I)c1)N)c1I)C(O)=O	
32887-03-9	Pivmecillinam hydrochloride	(2,2-Dimethyl-1-oxo-propoxy)methylester 6-[[(hexahydro-1H-azepin-1-yl)methylene]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid hydrochloride	MI, 13, 389	Int J Antimicrob Agents. 2003 Oct 22 Suppl 2:73-8	18.05.1976	1977		J01CA08 		Chemical classification (according ATC code)	Penicillin with extended spectrum		Oral	GI tract	Plasmatic proteins		Mecillinam, pivalic acid, formaldehyde	600	Diarrhoea, Nausea, Rash			Infectiology, Metabolism	Antibacterial	eo`\JD@NMHcKGDa`Hb@HpJJQQEJI[IQIJIZPc`QQ[ZjjjYZjjZjjlLHQAIAY@ !B@XVSivAekN]GB~\lg|@fT_@Ox`^eP{WuedfvR[JxQ`Am}YiIlNpBnDPDzhOAi`Wug\rFBUIm}YPC}Y			10 - 15		6	75		CC(C)(C)C(OCOC([C@@H](C(C)(C)S[C@@H]1[C@@H]2/N=C/N3CCCCCC3)N1C2=O)=O)=O.Cl	
5714-90-9	Levopropoxyphene napsylate	[4-(dimethylamino)-3-methyl-1,2-diphenylbutan-2-yl] propanoate naphthalene-2-sulfonic acid	MI, 13, 5489	Xenobiotica. 1977 Jun 7(6):377-82	07.06.1977	1962	Yes	Not yet attributed	H2O, MeOH, EtOH, CHCl3													Central Nervous System, Respiratory	Analgesic, Antitussive	enYXJH@GhDLG@`@cIIKDeLdBhdiMEDdmEheQICKKhZVUh@@Ajj`jB@h@@@@@ !BOU\BrE\BRCth@gz_JCthOWz_J@HhOR`}J@H|sWz_E}uHOU]]J@K|Yr\CORc@OevWMvH^g}}ZN_|yr_}NPC[zuuWMvH^gy}Zwyj{zp								CCC(OC(Cc1ccccc1)(C(C)CN(C)C)c1ccccc1)=O.OS(c1cc2ccccc2cc1)(=O)=O	
129-77-1	Piperidolate hydrochloride	N-Ethyl-3-piperidyl diphenylacetate hydrochloride	MI, 13, 7551	AMA Arch Surg. 1957 Nov 75(5):780-4	03.07.1979			A03AA30	H2O	Chemical classification (according ATC code)	Synthetic anticholinergic, esters with tertiary amino group								Dizziness, Hepatic enzyme levels elevated, Mouth dryness, Mydriasis, Nausea, Palpitations			Neuromuscular	Antispastic	fik`b@GPpBHpIQJJJJIIIJ[GqXmsujj`B`B`hHTh@@ !BdTu~wu^}RKuWDc|_m}~`E^}_`AHOU\}bCuWE\BROqH@g{__m}WoWz@RKuHo]\B								CCN(CCC1)CC1OC(C(c1ccccc1)c1ccccc1)=O.Cl	
70-00-8	Trifluridine	1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-(trifluoromethyl)pyrimidine-2,4-dione	MI, 13, 9758	Drugs. 1982 May 23(5):329-53	17.08.1965	1975	Yes	S01AD02					Ocular	Eye					Blurred vision, Burning, Hypersensitivity reactions, Occular irritation			Metabolism	Antiviral	fbuQS@ARxZr\`dDRFICHiCEEdeLdeIW`uTmTuUUXtoPL@@ !Bmww~_wj`]pK~@M]}B@KW@k\Bmwuw_W\BS}KQ_ro{wyfSdwOTv\								OC[C@H]([C@H](C1)O)O[C@H]1N(C=C(C(F)(F)F)C(N1)=O)C1=O	
6452-73-9	Oxprenolol hydrochloride	1-(propan-2-ylamino)-3-(2-prop-2-enoxyphenoxy)propan-2-ol hydrochloride	MI, 13, 7021	Pharmacotherapy. 1983 Mar-Apr 3(2 Pt 1):68-81	03.06.1966	1968	Yes	C07AA02		Therapeutic classification (according ATC code)	Non-selective beta-blocking agent	Yes	Oral	GI tract	Plasmatic proteins	Liver	Inactive	160	Asthenia, Bradycardia, Bronchospasm, Erectile dysfunction, Hypersensitivity reactions, Hypotension, Insomnia, Nightmare, Raynaud's syndrome	GPCR	Adrenergic receptor beta	Cardiovascular	Antianginal, Antiarrhythmic, Antihypertensive	fbyab@@pxxDQ`TTRbRQtrTdZ`hFJjhaX`@ !Bs]NHM_|_`@H_]]}upHHc|usWoXb}upI~@M^}upHwo]_|_c|		1 - 2	80 - 90	20 - 75	1 - 3			CC(C)NCC(COc(cccc1)c1OCC=C)O.Cl	
103639-04-9	Ondansetron Hydrochloride	1,2,3,9-Tetrahydro-9-methyl-3-[(2-methyl-1 H-imidazol-1-yl)methyl]-4 H carbazol-4-one hydrochloride	MI, 13, 6916	Am J Hosp Pharm. 1994 Mar 15 51(6):762-71	22.09.1987	1990	Yes	A04AA01					Oral	GI tract	Plasmatic proteins			16	Constipation, Headache, Hot flushes	LGIC	Serotonin 3 (5-HT3) receptor	Central Nervous System	Antianemic	fnsqB@MVK@DQ`RbbbbfRVbLWCRu{IVmSPUATLtTBT@@ !BFXWE{qR[G{d@whUoaV|kIDhoMGchhv~yO~x`jRBiWc}sAtNh]O`oRkh_GpT		1.5	70 - 76	60	3		1.86	Cc1nccn1CC(CCc1c2c(cccc3)c3n1C)C2=O.Cl	
550-83-4	Propoxycaine hydrochloride	2-(diethylamino)ethyl 4-amino-2-propoxybenzoate hydrochloride	MI, 13, 7930	Obstet Gynecol. 1961 Jan 17:90-1	27.02.1980		Yes	Not yet attributed	H2O, EtOH, CHCl3											Ion channel	Voltage-gated sodium channel	Central Nervous System	Anesthetic	ffuQb@CIabPHaAYYYUyU]NZ`hJJjh@@ !BIVjw_[\B@W~w_[]}bGvw@k\Bg~_x~}]{vHY\BHPCwOy]wwwpk_}								CCCOc(cc(cc1)N)c1C(OCCN(CC)CC)=O.Cl	
